full_text
Awas kena prank! Kenaikan UKT dIbatalkan kenaikan UKT ditunda #kenaikanUKT #UKTNaik #KorupsiPendidikan #Korupsiperguruantinggi #KenaikanUKTDitunda #trenkorupsipendidikan https://t.co/CdijvLuioU
 sedangkan di suatu tempat nan jauh di mata namun dekat di bandung memperbolehkan bayar UKT menggunakan pinjol. https://t.co/JVxSJvzKQQ
Aliansi Jurnalis Banten Demo Tolak RUU Penyiaran. Oh cuma ditunda belum dibatalkan. Sama sprt UKT mhasiswa dong ? https://t.co/AZmzo3m12J
Ramai soal Kenaikan UKT Nadiem: Tahun Ini Tidak Ada Kenaikan UKT https://t.co/BIbFrUCqWN
ALHAMDULILAH KABAR BAIK IPI MANDIRI UGM DITIADAKAN GUYS yang kena ipi hanya yang golongan ukt unggul saja alhamdulilah ya Allah https://t.co/daCPq01X8r
BREAKING: Kemendikbudristek memutuskan untuk membatalkan kenaikan UKT untuk tahun ini. https://t.co/j1ZJiKtobk
 bantuk aku lulus smt ini plsss ukt mahal https://t.co/QZ7pu43yoz
gak sia-sia bayar ukt ui! https://t.co/ZTWqbU9kWG
Di tengah polemik biaya UKT perguruan tinggi negeri yang mahal Universitas Muhammadiyah Maumere membolehkan bayar uang kuliah menggunakan hasil bumi seperti pisang sampai ikan laut tangkapan. https://t.co/mUPrGioB4t
Buruh Serukan Aksi Demo 6 Juni di Istana Negara untuk Tolak Tapera Penolakan Program KRIS dan UKT Mahal Juga akan Disuarakan https://t.co/k9ZzKsLAff
[cm] Bayar UKT cuman dapet PPT ngakak banget https://t.co/Kx8KhNKtOm
[CM] TEMAN2 MAHASISWA DOAIN YA KAMI SEDANG BERJUANG UNTUK UKT.. PANJANG UMUR PERJUANGAN. https://t.co/RDUD0y2laZ
[Cm] alhamdulillah ga mikirin ukt guyss.... harus kita tagih ini https://t.co/oLjyF6q6LJ
[cm] No one : Literally no one : No even single soul : Adek gw : Ngirim bukti bayaran ukt ke dosen https://t.co/M9iNeySSIT
-dips! buset baru tau bayar ukt dpt bisa hadiah anjirrr https://t.co/o89SxEaBPi
-dips! semangat buat teman teman yg memperjuangkan biar bisa dapet diskon ukt https://t.co/9ifgLQqgoB
ptn! kok ada ya orang yg ngelebih-lebihin UKT terus bangga? bukannya merasa dosa? https://t.co/k6r74j9qve
Braw! Kawal Terus ISU UKT!!! #..TurunkanUKTUB https://t.co/ZlSVqN0eYF
Ameh bayar ukt mas https://t.co/LKFTaoHxzC
Ask! Ini nasib yg udah bayar UKT baru gimana ya https://t.co/83kd1kP1CD
POLEMIK UKT: SUARA KAMPUS DAN MIMPI INDONESIA MASA DEPAN Saksikan &amp; jangan lewatkan Gelora Talks edisi ke #130 ini Rabu 29 Mei 2024 Pukul 15.30 WIB LIVE STREAMING ▶️ #GeloraTV https://t.co/6XOnLfCdNl ▶️ Facebook https://t.co/W4Yn36fiMT @anismatta @Fahrihamzah https://t.co/wmNTP5KW4U
Menteri Keuangan Sri Mulyani Indrawati menyampaikan bahwa Dewan Pengawas Lembaga Pengelola Dana Pendidikan (LPDP) saat ini tengah menyiapkan bantuan pinjaman biaya pendidikan bunga rendah untuk mahasiswa (student loan) yang digunakan untuk membayar Uang Kuliah Tunggal (UKT). https://t.co/ltEisSVYsH
Setelah dipanggil Presiden Jokowi Nadiem Makarim umumin UKT batal naik tahun ini. Bagus dan kawal .. https://t.co/NWeNbelmPK
‍ temen sender ngeluh anak pns dapet ukt tertinggi terus dia nanti kerjanya gamau jadi pns biar bisa ngajuin kip-k https://t.co/ohiswCuTwb
info terbaru UKT &amp; IPI UGM #studytwt ️https://t.co/rKBjQFuHPZ https://t.co/lAcVvHFyfc
[cm] kondisi keluargaku saat ini doain ya spy bs bayar ukt januari https://t.co/OpQwSBvNVD
International Business Communication S2 di Prancis. EUR 3 590 per tahun. Mungkin kalo dirupiahkan 60 juta per tahun. Bukan per semester ya. Kalo ada yg UKT segini udah gaes mending sekalian aja kuliah di LN ️ https://t.co/DacQEwUVbJ
Jurusan PGSD bayar UKT 45 juta setelah lulus gajinya 250k
POLEMIK UKT: SUARA KAMPUS DAN MIMPI INDONESIA MASA DEPAN Saksikan &amp; jangan lewatkan Gelora Talks edisi #130 ini Rabu 29 Mei 2024 Pukul 15.30 WIB LIVE STREAMING ▶️ #GeloraTV https://t.co/6XOnLfCdNl ▶️ Facebook https://t.co/W4Yn36fiMT @anismatta @Fahrihamzah https://t.co/pb8QSUSHKL
Ptn! Semoga UGM menghapus IPI dan ngurangin biaya ukt (Minimal bngt harus hapus IPI sihh) Aamiin. SEMANGAT PEJUANG PTN &amp; UM UGM https://t.co/qQtEa3D0Rz
ptn! halo smup unpad bisa pake kip-k ga ya? ukt + uang pakal dll ke cover semua kah? https://t.co/YjzBBndMv0
‍ tipe tipe reaksi anak pns ketika penetapan ukt: https://t.co/acnc6e33QZ
[cm] no salty plissss aku bener2 butuh buat bayar cicilan ukt https://t.co/glArqbu4hH
BEM UNS Minta Mahasiswa Tetap Kawal Isu Kenaikan UKT dan IPI hingga Tahun Depan https://t.co/SUo6Daq1P9 #TempoNasional
[cm] Waktunya Indonesia Bagian Bayar UKT https://t.co/mLQ4iLoDyx
[cm] guys semoga ada titik terang untuk ukt kita semua https://t.co/KUN60aihs8
never beating the sugar d4ddy and sugar b4by allegations. Pak Bos siap bayar UKT Hoku https://t.co/HOFjgBu23k
ukt ub aja batal naik masa um! engga? yuk bisa yuk um https://t.co/PvnypFaymw
 guys bantu up sampe trending. Ukt ptn jalur snbp tembus sampe 2 digit. Kenaikan ukt drastis banget dan semua maba24 pada keberatan padahal gaji ortu ga banyak tapi dapet golongan ukt tinggi. Kawal terus inisial almet biru dongker https://t.co/Xx8ThIqeuY
BPJS Disesuaikan (kelas 3 dihapus) PPN Naik ke 12% UKT Naik (publik protes keras ditunda setahun) Pertalite dihapus TDL Naik LPG (akan) Naik Sembako Naik Rakyat harus bayar Tapera 3% gaji Semua demi Utang Naik ?! #Nalar https://t.co/8qxT8dpS1X
Mahasiswa bayar UKT pake pinjol kontak yg disimpen nomer dosen2 aja biar mereka yg diteror DC https://t.co/muKNJi6KyH
Menteri Nadiem Makarim merancang kampus agar dapat mandiri membiayai pendidikan tinggi. Belakangan ia membatalkannya. #opinitempo #biayakuliah #UKT #perguruantinggi #komersialisasipendidikan https://t.co/zYpJiqWYqr
Mahasiswa UNS Ngadu ke Komisi X DPR soal Kenaikan UKT: Hari Ini Diperdagangkan Semua https://t.co/4qdbo3mOYQ
Serius nanya kalo ortunya pns semua trus udah sertifikasi semua ukt nya kisaran berapa ya? [Cm] https://t.co/iX84qfQR4A
Gara-gara kasus akhir-akhir ini kayak Bea Cukai Tapera UKT Mahal banyak yang ngeluh dan pengen ganti kewarganegaraan. Gimana caranya? gue coba rangkumin apa aja syaratnya buat apply citizenship di beberapa negara yang bisa jadi alternatif A thread https://t.co/MUQdWsWJI5
Menteri Pendidikan Nadiem Makarim mengaku ikut cemas melihat angka-angka kenaikan uang kuliah tunggal alias UKT di berbagai perguruan tinggi negeri (PTN). #TempoQuotes #UKT https://t.co/3dKLmF7bxv
[cm] sebagai mahasiswa daripada kuliah full digratiskan jujur aku lebih setuju kalau UKT lebih transparan dan good fit dengan kondisi mahasiswa juga KIPK yg lebih tepat sasaran udah gitu aja sih️ kalian gimana guys? setuju atau ada pendapat lain? https://t.co/D7h2XCjbqg
Mahalnya biaya kuliah (Uang Kuliah Tunggal/UKT) benar-benar meresahkan calon mahasiwa dan orang tuanya. Lebih disayangkan lagi 2 menteri Jokowi usulkan utang. Kejadian ini adalah tamparan bagi pemerintahan Jokowi yang gagal memberikan layanan pendidikan yang murah namun https://t.co/5jUyBKVwFE
PTN! ALERTA ALERTA MEMANGGIL SELURUH REKAN REKAN MAHASISWA DAN CALON MAHASISWA UNTUK MENGAWAL PEMBATALAN KENAIKAN UKT TA 2024-2025 https://t.co/Kfzi89GpRt
kabar baik ukt gak jadi naik. semoga ub cepet nurunin ukt temen-temen maba. https://t.co/RnhgrMKm2A
Um! Rek ini gimana ya sender mau bayar kekurangan ukt karena waktu itu ngajuin penundaan tapi yang keluar gini terus. Padahal sender mau minta kode pembayaran. Ada yang bisa bantu? Terima kasih https://t.co/v0Uye1DOcN
-Presiden BEM kami diintimidasi -Teman-teman kami ditakut-takuti -Rektorat Guru Besar &amp; Dosen Emoh Sikapi Situasi Demokrasi -Fasilitas tidak kunjung diperbaiki -Panitia PKKMB berusaha dikontrol lgsg oleh Rektorat pemerintahan mahasiswa digrogoti -Tahun depan UKT &amp; IPI naik lagi https://t.co/ktp7AXT54F
Makin sini UKT makin mahal dan ada-ada aja kebijakan kampus soal biaya yang tinggi. Tapi walau gitu bapak ini optimis bisa nyekolahin anaknya sampe kuliah dari modal jadi tukang sol sepatu. https://t.co/AqpRyhkmAQ
Buat yg belum tau kenaikan UKT yg sempet rame belakangan ini ternyata udah dibatalin sama Kemendikbud gess alhamdulillah Surat edaran ini jg udah ditindaklanjuti di beberapa kampus negeri seperti UI UB dan Unri. Thanks buat temen2 semua yg kemarin udah ikut bersuara. https://t.co/8GkO10XhVk
Upaya pembodohan #2 Kalau UKT naik dan banyak mahasiswa tidak bisa merasakan perguruan tinggi negeri karena terhalang biaya maka ke depannya akan hilang satu generasi yang berani kritis dan intelektual. Persentase lulusan S1+S2+S3 di Indonesia itu ga sampai 5% total penduduk https://t.co/lkxTm5k5pE
Ciee yang bentar lagi jadi maba~ Tapi yakin udah tau hal hal penting terkait biaya kuliah? Yuk ketahui tentang 2 biaya yang paling sering muncul pas kita mau masuk kuliah UKT &amp; UANG PANGKAL! Biar maknyus lolos Ujian Mandirinya latihan soal di TO UM ya! Kuy daftar https://t.co/XlQww96UDf
Ini mah ibarat cuma dikasih pain killer doang penyakitnya tetep ada. Dan bukan gak mungkin tahun depannya naik lebih mahal dari yang tahun ini? Jangan kegocek kebijakan gincu gais~ Gak naik juga udah mahal UKT mah. Dan berarti tiap tahun harus ribut terus gitu biar gak naik? https://t.co/y7eo0fueTX
Merekrut-melatih guru2 dgn followers tiktok &amp; instagram besar untk membuat konten dukungan dgn harapan mnutupi kegagalan mengangkat honorer PPPK amburadul PISA Jeblok UKT mahal &amp; makin lebarny kesenjangan digital. Semoga ini tahun terakhir guru diminta joget. #Gurubukanbuzzer https://t.co/gmBpPMTfS3
Akhirnya di batalkan juga ! Nadiem Makarim akhirnya membatalkan UKT ! No viral no justice !!! https://t.co/H2LEZHw3d7
Melihat kuatnya penolakan gue prediksi kalo urusan Tapera ini akan ditunda tahun depan dan Tuan itu akan jadi pahlawan kesiangan lagi mirip sama persoalan UKT. https://t.co/mogg69BT3U
Dalam pidato nya di Rakernas PDIP Megawati Soekarno Putri bicara soal UKT yg terlalu MAHAL.. Hal itu pun menjadi NYINYIRAN para penjilat si pembuat aturan.. Lalu bijimana dgn yg ini..? mau NYINYIR..? Gak dpt KUE lu.. Met rehat lur Besok senin https://t.co/BpPIPjrtlI
Ijin bertanya ini maksudnya gimana ya? Apa skarang kita boleh ngelamar kerja pake ijasah palsu? Oalaah ya pantes UKT ditinggiin setinggi cita2 kalo gitu. Yekan gak perlu kuliah kita tinggal palsuin ijasah. Aman https://t.co/MpBAUbEzWo https://t.co/TUoKB2dVFz
Mertuaku udah ga kerja. Jual jati emas usia 20 thn buat biaya UKT dan kos adik iparku (skrg smt 6). Sdh coba jual di FB pengrajin tapi blm rezeki. Siapa tahu ada yg minat utk bikin gazebo kursi dll. Total 40 pohon dgn diameter tertera. Bantu jual dpt komisi. https://t.co/KME14mM1H8
Besok hari terakhir pendaftaran seleksi mandiri S1 &amp; D4 Unpad jalur Minat dan Bakat/Prestasi Non Akademik. Pendaftaran ditutup Jumat 31 Mei 2024 pukul 15.00 WIB. Jika lulus seleksi jalur ini ada perhitungan kelompok UKT seperti pada SNBP dan SNBT serta tidak dikenakan IPI. https://t.co/hrjPkoTKXK
Bersyukur UKT tidak jadi naik. Menunya cocok kan? https://t.co/lWAZCf0Riq
Terima kasih yg sebesar²nya kpd teman² mutualan dan kpd siapapun yg tlh BERISIK menentang ttg kenaikan UKT ini. Saya sbg org tua yg memiliki anak seorg mahasiswa merasa bersyukur... Alhamdulillah terima kasih semua... https://t.co/DqbM8inMRi
[cm] habis malak ortu re: yaAllah w ga enak bgt plis ayah sender abis bongkar celengan semoga rejeki ortu/kalian yg membayar ukt sendiri selalu lancarr sehat selalu https://t.co/kTyJ6biT5K
tanyarl guys ukt batal naik kah jadinyaa? https://t.co/9Oi8f7o8cT
Sepertinya UKT Tapera kasus Vina ternyata diselundupkan agenda tersembunyi ini. Kita luput mengamatinya karena lebih fokus kasus2 di atas dan tahu² booommmmm...muncul keputusan Mahkamah Anak https://t.co/lg2a5uEi44
Mungkin UKT naik tahun depan setelah tidak menjabat presiden lagi jadi aman tidak ada yang menyalahkan. Untuk kenaikan UKT tahun ini batal dan ditunda dulu. https://t.co/ylsBf1fEzL
Dapat forward Siaran Pers Kemendikbud soal Pembatalan Kenaikan UKT Beberapa poin menarik tuh di akhir - Kampus dianggap keliru dlm menempatkan mahasiswa sesuai kemampuan ekonominya krn data yg diberikan mahasiswa tdk akurat - Ada segelintir PTN yg sebelumnya memiliki UKT rendah https://t.co/xJFOh3CxOy
 Kelas Menengah Paling Berkelas Ekonomi Kelas menengah yg paling kuat menahan gempuran kebijakan pemerintah yg makin memberatkan..... UKT PAPERA PAJAK 12 % KENAIKAN LISTRIK KENAIKAN BAHAN PANGAN Anda kelas berapa.....? https://t.co/1f4hW1fKaP
-ness mau tanya ini hanya berlaku untuk maba aja kah? sender rencana mau banding UKT cuman dari lama cuman maju mundur takut dapat yg makin mahal... Ini berarti kalau sender ajuin banding UKT bisa turun ngak yah? Terimakasih sebelumnya https://t.co/JaY1XNrNuD
KH. THOHA MUNTHOHA MANAN DARI BANYUWANGI PUNYA SOLUSI MENSIASATI UKT MAHAL https://t.co/40EKrkJAVM
1. Presiden Joko Widodo menyampaikan pembatalan kenaikan uang kuliah tunggal (UKT) di perguruan tinggi negeri (PTN) yang semula direncanakan untuk tahun ini. https://t.co/BECOalI20u
UKT PTN mahal? Kuliah di PTS rasa PTN aja gimana??? . . Boleh di searching kualitas pengajar FH-Ubhara. https://t.co/qruBhEOace
TAMBAH BENIH KEHANCURAN.... JOKOWI TANAM BENIH KEHANCURAN KE PRABOWO MELALUI PEMBATALAN KENAIKAN UKT....‼️ #DicariPolisiJujur #DicariPolisiJujur 🆘🆗 https://t.co/j7Nq2b8Gff
 tolong sender msh kurang 100 partisipan takut ga kekejar bayar ukt lg :' syaratnya karyawan tetap aktif (25-44 th) min. lulusan d-3 berpengalaman kerja di instansi/perusahaan swasta min. 1 tahun. mohon kesediaannya untuk bantu isi rep dibawah yaa https://t.co/vVkQmGirMG
Mahasiswa berkemah di halaman Balairung Universitas Gadjah Mada (UGM) D.I Yogyakarta untuk memprotes mahalnya Uang Kuliah Tunggal (UKT) Giliran kepentingan nya terusik dan terganggu demo nya semangat dan keras. Lanjutkan https://t.co/NyoyUlGDv3
Korban pinjol terbanyak adalah Guru UKT naik gila2an 10 juta GenZ nganggur Bawahannya blunder bilang kuliah itu kebutuhan tersier Kicep aja belakangan.... Menurut Manteman ni sosok menteri yang becus kerja apa enggak? https://t.co/5GKixqQkcx
Di kelas beliau selalu dijadiin bahan dengan topik anak yatim malas sampai becandain fisik aku yang pincang buat dijadiin contoh bersyukur. Ke kampus PP subuh bgt pake kereta lokal nyari UKT banting tulang jualan nasi gohiong malah anak dosen ini nyebarin fitnah (cont..) https://t.co/5HBqsapXAW
Wowo lover ketika menormalisasi gaji nakes &amp; tenaga pendidik underpaid: kerja di bidang kesehatan &amp; pendidikan itu kita menjadi pengabdi Also wowo lover ketika menormalisasi UKT mahal &amp; talking abt dosen: hari gini kok bicara pengabdian makan tuh pengabdian! https://t.co/33LPl7ud6j
UKT TAPERA KENAIKAN PAJAK dan KENAIKAN HARGA BBM.... LANJUTKAN PEKOKMU.... https://t.co/TF1Cl1zgNe
-dips! risspeekk langsung di notice habis ukt spi batal naik terbitlah pemerataan semoga cepet terealisasi oleh rektor baru https://t.co/xcmUrUXSEH
Kemana suara para guru besar dan para tokoh nasional saat UKT makin mencekik.. https://t.co/F2vPoX4AEu
Kenaikan UKT ((Tahun ini)) ini dibatalkan. Baleg DPR Kembalikan Draf RUU Penyiaran ke Komisi I karena Timbulkan Kontroversi Protes kita berdampak loh. jadi jangan putus asa dulu ayo kita suarakan terus. ️ https://t.co/Vub001xKEs
Akhirnyaaa alhamdulillah UKT ga jadi naik. Calon mahasiswa baru tidak jadi terbebani kenaikan UKT yg sebelumnya ditetapkan. Nah konsekuensinya Perguruan Tinggi harus mau dan legowo untuk jemput bola ️ Menginformasikan kepada calon maba yg tidak jadi daftar ulang krn https://t.co/D2UxsK9mez
Kaleidoskop Wiken RUU dan kebijakan ekstrim diujung pemerintahan rezim katak. RUU Polkis TNI Penyiaran UKT (akhirnya pending thn depan) Tapera dan Putusan MA. Semua digarap dgn gercep sblm pasangan Keberlanjutan dilantik. Kt tunggu spt apa scene keberlanjutan dari anaknya https://t.co/TaKbjOyEq3
UKT tidak naik ini yang dilakukan Universitas Padjajaran untuk mendapatkan biaya. #MetroTVKontroversi #UKTmahal #biayakuliahmahal #UKTnaik #biayakuliahnaik https://t.co/2lg2q2z7hu
Bismillah UKT batal Naik Tahun ini Terus utk Tahun Depan di Evaluasi Naik apa ngga?! Kalo Tahun Depan Naik sama saja Naik juga namanya!! Kalo Batal ya Batal mau tahun ini mau tahun depan dst Batalkan saja Naiknya. Keputusan itu yg pasti biar anak kuliah tenang belajarnya. https://t.co/kxGXCjL604
Seperti ini pola jokowi mencari Citra di masyarakat.. Pdhl mgkin jg dia yg punya Pemikiran UKT naik.. hafal Sama permainanya.. https://t.co/8w8qGnbTk7
Gpplah naik kan dapat makan siang gratis Jokowi : Kemungkinan UKT naik tahun depan https://t.co/2IeVsnp0HS
Mendikbudristek Batalkan Kenaikan UKT Mahasiswa Tahun Ini Menteri Pendidikan Kebudayaan Riset dan Teknologi (Mendikbudristek) Nadiem Makarim mengumumkan pembatalan kenaikan Uang Kuliah Tunggal (UKT) bagi mahasiswa di tahun ini. Keputusan ini diambil setelah mendengarkan https://t.co/7CM4amHlYa
Oase di tengah UKT yang mencekik di Universitas Muhammadiyah Maumere NTT https://t.co/wY9p5yIl5L
Yakin nih student loan mau jadi solusi UKT mahal? Jangan sampe kayak mahasiswa Amerika Serikat ini loh. | Narasi Daily https://t.co/MG5nKXSNpJ
braw! Jadi kemarin aku baru bayar UKT dan waktu tadi pagi cek di Gapura ternyata masih ada tagihan sekitar 4 jutaan. Dan tadi aku sama ayahku coba buat bayar tapi gabisa... Dan itu ada kolom yang menyatakan kalau aku itu dapat bantuan keuangan. Apa itu maksudnya (cont..) https://t.co/SqqlVrXSke
Bersuara lantang seorang mahasiswa anak buruh serabutan berpenghasilan Rp 1 5 juta protes karena harus melunasi UKT Rp 8 Juta. Nah lho... Nyesel belakangan di kasih pilihan 1 keluarga kurang mampu 1 sarjana. Malah pilih makan gratis. Jogetin ajaaa https://t.co/tqAb79Y2oC
Dede Yusuf membocorkan 35% Rektor dipilih hasil suara dari Kemendikbud. Coba komen di kolom komentar yang baru tau soal ini ya.. Saksikan di Si Paling Kontroversi bersama Dede Si Paling UKT Yusuf: Diduga ada kesepakatan antar kampus soal tarif UKT! dalam Podcast https://t.co/kReNNygWdJ
Cuma cek ombak... Klu gak ada yg protes lanjut klu ada yg protes Batal.... UKT ala Jokowi https://t.co/vy0g7y4nli
Ga berisik ga bakal viral byk yg gasuka UKT naik. Saat Nadiem beritahu yg nyuruh ternyata dari Istana Negara. Akhirnya dibatalkan rapor merah sebelum lengser. https://t.co/yIVYt8y1v7
Ptn! Jokowi: kemungkinan kenaikan ukt ptn dimulai tahun depan Also prabowo: https://t.co/0ZaOxCrIxs
[OPINI] UKT Naik Mahasiswa Tercekik: Indonesia Cemas 2045 buat Masyarakat Panik Slogan Indonesia Emas 2045 merujuk pada visi Indonesia menjadi negara maju di tahun 2045 tepat satu abad setelah kemerdekaan. Dengan menggaungkan target transformasi Indonesia menjadi- https://t.co/nvgg0V2ejC
Abis UKT terbit issue Tapera. Me: https://t.co/Lq0Kq2sGuW
Minggu 26 Mei 2024 Rakernas PDIP desak pemerintah turunkan UKT. Lalu Senin 27 Mei 2024 UKT batal naik. Udah paling bener ada di luar pemerintahan semoga ya PDI Perjuangan https://t.co/jLscYAJxu3
makasih buat kating ub alhamdulillah ukt turun https://t.co/p6HA4AiVPc
Menteri Pendidikan Kebudayaan Riset dan Teknologi Nadiem Anwar Makarim mengumumkan pihaknya membatalkan kenaikan Uang Kuliah Tunggal aka UKT untuk tahun ini. https://t.co/eOv6xub9cg
Apakah Permendikbud yang menjadi dasar kenaikan UKT sebaiknya direvisi? #MetroTVKontroversi #UKTmahal #biayakuliahmahal #UKTnaik #biayakuliahnaik https://t.co/ANXxf9Y9Fa
Aku malah baru tau kalo UKT naik tuh kebijakan dari pusat. Well sepertinya pak anies ga buruk2 amat ya sebagai mendikbud jends https://t.co/p9gRDsSnIH
Setelah UKT terbitlah Tapera. Ini Indonesia negara BU apa gimana sih. Biaya nambah mulu sejahtera kagak.
 alhamdulilah guys Kami Kemendikbud-Ristek telah mengambil keputusan untuk membatalkan kenaikan UKT di tahun ini. Dan kami akan me-reevaluasi semua permintaan peningkatan UKT dari PTN kata Nadiem https://t.co/iWPGfz1A8j
SOLUTIF!!! BAYAR KULIAH DENGAN HASIL BUMI DI UNIVERSITAS MUHAMMADIYAH MAUMERE! #Muhammadiyah #Pendidikan #UKT #Unimof #Maumere https://t.co/LcjkRX5fjZ
Hati2 jebakan Betmen‼️ Mungkin bbrp dr kt nyalahin mahasiswa yg silau dg keberlanjutan dn bukan perubahan tp yakinlh mrk skrg justru JD beban ortu yg puyeng dg tingginya UKT Dn students loan bkn solusi jitu jan biasakn dikit2 larinya ngutang.Ingat lurah Konoha mumet gara2 utang‼️ https://t.co/qzHcQA5nFy
sedih bgt gasih ukt lagi pda tinggi2 nya sedangkan kita kaum menengah mau ikut kip tpi gak miskin mau dibilang kaya jga ga kaya. sedih bgt plis mau cari ilmu aja hrs mikirin ekonomi keluarga dluu https://t.co/TU06IGEVcg
@CNNIndonesia Salam tapera 156 Negara dibangun diatas kaum menengah Yg menengah kebawah dapet bermacam2 subsidi Kelas atas dapet tax amnesti dll Kelas menengah dapet bayar tapera bpjs kes bpjs tk PPH kenaikan ukt kelas bpjs harusnya kelas 1 dihapus disamaratakan daaan kenaikan ppn https://t.co/kz0nDTw7FX
Ketika Nadiem Mengaku Cemas Melihat Kenaikan UKT akhirnya menunda kenaikan UKT sampai tahun depan Culas juga ododiW okoJ ya tahun depan udah bkn urusan dia lagi. https://t.co/Q9STYDcW05 Joget! https://t.co/v8UPwITv95
PDIP memang cocoknya jadi oposisi lebih bermanfaat untuk rakyat. Salah Satu Hasil Rakernas PDIP: Mendesak Pemerintah Menurunkan Biaya UKT. Hasil Rakernas yang pro rakyat ini tidak mungkin terjadi jika PDIP masih join mendukung Jokowi. https://t.co/LF8wjspAFw https://t.co/bJZtvqB4rU
Buruh Serukan Aksi Demo 6 Juni di Istana Negara untuk Tolak Tapera Penolakan Program KRIS dan UKT Mahal Juga akan Disuarakan: Tapera yang katanya membantu meringankan masyarakat mendapatkan rumah justru dianggap membebani bahkan berpotensi merugikan https://t.co/4IpBr4d3m1 https://t.co/9Gfph3w6wL
Mahasiswanya plagiat skripsi Dosennya bikin paper pake joki Pemerintahnya bikin UKT tinggi Pemberi kerja pelit kasih gaji Pajaknya bikin maki-maki.
Sekumpulan mahasiswa yang sedang melakukan aksi damai berkemah untuk menolak uang pangkal dan kenaikan UKT di @UGMYogyakarta berupaya dibubarkan oleh tim keamanan kampus setelah Rektor UGM menolak untuk melakukan diskusi terbuka lebih lanjut dengan mahasiswa terkait isu di atas https://t.co/723px1vNVX
-dips! plis bantu senderrr adakah yg punya file ukt spi undip 2023/2024 gaa? https://t.co/Ao3KBZoxZg
DPC PDI Perjuangan Kota Surabaya menerima perwakilan mahasiswa lintas Perguruan Tinggi di Kota Surabaya. Didampingi Repdem mereka mengeluhkan rencana pemerintah yang akan menaikan Uang Kuliah Tunggal (UKT). Kenaikan UKT mempersulit anak bangsa untuk mengenyam jenjang pendidikan https://t.co/4HKsbz9Qdu
BPH migas sebut jokowi minta pembatasan pertalite segera dieksekusi. Masyarakat menantikan dengan bahagia dan sukacita kriteria pembatasan pertalite seperti apa?. Kita tunggu ya banyak sekali kejutan akhir-2 ini dari UKT Tapera sebentar lagi pembatasan pertalite Source : https://t.co/nyWfxfCZeZ
UKT bagi yang lulus melalui seleksi minat dan bakat/prestasi non akademik ini ditetapkan seperti pada jalur SNBP dan SNBT serta tidak dikenakan IPI. Tonton lagi penjelasannya di YouTube pada tautan https://t.co/S5BGlyxXRf. Kunjungi juga web https://t.co/UmRjSA0hkK #PilihUnpad https://t.co/C5IZjBnSjM
 Good News! Makasih sudah mendengar mahasiswa. Ayo kampus terima lagi yg kemarin mundur karena UKT https://t.co/QoRfjaeyPo
Ini adalah panggilan utk teman-teman nan tak pernah membunuh harapan utk tinggal di negara yg lebih baik. Kami dri Aliansi Pendidikan Gratis tengah melaksanakan serangkaian proses menuju GUGATAN HUKUM terhadap kejahatan negara yg bernama UKT. [Sebuah Panggilan &amp; Somasi Terbuka] https://t.co/DlXlvQLIBt
